"experiment_id"	"Harvest.Date"	"Run"	"Plate"	"Column"	"Row"	"species"	"normalized_OD"	"qpcr_4plex_Cy5.356."	"qpcr_3plex_TR.360."	"qpcr_3plex_FAM.361."	"qpcr_4plex_FAM.492."	"qpcr_3plex_HEX.500."	"qpcr_4plex_TR.502."	"qpcr_4plex_HEX.519."	"nmr_row"	"nmr_column"	"nmr_rack"	"nmr_position"
"413A"	"12/16/2016"	"4"	1	3	"A"	"519"	0.253341652	NA	NA	NA	NA	NA	NA	NA	"E"	10	2	"2E10"
"424C"	"12/16/2016"	"4"	2	4	"C"	"356,361,519"	0.082541667	NA	NA	NA	NA	NA	NA	NA	"E"	11	2	"2E11"
"242B"	"1/11/2017"	"2"	4	2	"B"	"360,361"	0.032658327	NA	0.123764912	1.213741238	NA	NA	NA	0.000100823	"E"	12	2	"2E12"
"373C"	"1/12/2017"	"3"	7	3	"C"	"500,519"	0.279491672	2.60429e-07	NA	NA	NA	0.184837794	NA	146.1218168	"F"	1	2	"2F1"
"373A"	"1/12/2017"	"3"	7	3	"A"	"500,519"	0.281891653	4.79038e-07	NA	NA	NA	0.236911697	NA	181.9872001	"F"	2	2	"2F2"
"373B"	"1/12/2017"	"3"	7	3	"B"	"500,519"	0.285091678	3.84167e-07	9.34055e-05	1.54711e-05	NA	0.226861366	NA	133.073579	"F"	3	2	"2F3"
"374B"	"1/12/2017"	"3"	7	4	"B"	"502,519"	0.298191676	NA	1.63071e-05	NA	NA	NA	0.031878469	126.4136442	"F"	4	2	"2F4"
"411B"	"12/16/2016"	"4"	1	1	"B"	"356"	0.08714167	NA	NA	NA	NA	NA	NA	NA	"F"	5	2	"2F5"
"262B"	"1/11/2017"	"2"	6	2	"B"	"361,519"	0.154658336	NA	NA	3.545803246	NA	NA	NA	60.21865583	"F"	6	2	"2F6"
"353B"	"1/12/2017"	"3"	5	3	"B"	"361,492"	0.020091662	8.1004e-08	9.65842e-05	1.982963751	0.011617349	NA	NA	0.000552915	"F"	7	2	"2F7"
"212B"	"1/11/2017"	"2"	1	2	"B"	"360"	0.015158329	2.03195e-05	1.743940181	NA	NA	1.32954e-05	NA	0.000120336	"F"	8	2	"2F8"
"341B"	"1/12/2017"	"3"	4	1	"B"	"356,519"	0.240191678	5.792144097	NA	NA	NA	NA	NA	91.13216355	"F"	9	2	"2F9"
"334B"	"1/12/2017"	"3"	3	4	"B"	"356,502"	0.159791658	3.599745916	NA	NA	NA	NA	0.009114213	1.13561e-05	"F"	10	2	"2F10"
"224B"	"1/11/2017"	"2"	2	4	"B"	"356,360"	0.182458329	4.365040322	0.158408428	NA	NA	NA	NA	NA	"F"	11	2	"2F11"
"423A"	"12/16/2016"	"4"	2	3	"A"	"0"	0.003641665	NA	NA	NA	NA	NA	NA	NA	"F"	12	2	"2F12"
"412A"	"12/16/2016"	"4"	1	2	"A"	"361"	0.020741664	NA	NA	NA	NA	NA	NA	NA	"G"	1	2	"2G1"
"422A"	"12/16/2016"	"4"	2	2	"A"	"361,519"	0.05894167	NA	NA	NA	NA	NA	NA	NA	"G"	2	2	"2G2"
"421A"	"12/16/2016"	"4"	2	1	"A"	"356,519"	0.228741653	NA	NA	NA	NA	NA	NA	NA	"G"	3	2	"2G3"
"231B"	"1/11/2017"	"2"	3	1	"B"	"356,361"	0.03375833	0.118449995	NA	0.485027689	NA	NA	NA	NA	"G"	4	2	"2G4"
"222B"	"1/11/2017"	"2"	2	2	"B"	"502"	0.00335833	NA	NA	NA	NA	NA	0.030810001	NA	"G"	5	2	"2G5"
"213B"	"1/11/2017"	"2"	1	3	"B"	"361"	0.02815834	2.48661e-05	3.09233e-06	0.634440813	NA	NA	NA	NA	"G"	6	2	"2G6"
"234B"	"1/11/2017"	"2"	3	4	"B"	"356,502"	0.181458342	2.820534172	NA	8.13772e-06	NA	NA	0.00788805	0.000630881	"G"	7	2	"2G7"
"264B"	"1/11/2017"	"2"	6	4	"B"	"492,502"	0.094358328	NA	NA	NA	1.922010453	NA	0.014518948	NA	"G"	8	2	"2G8"
"261B"	"1/11/2017"	"2"	6	1	"B"	"361,502"	0.022158328	NA	NA	0.636689162	NA	NA	0.005834288	4.88487e-05	"G"	9	2	"2G9"
"252B"	"1/11/2017"	"2"	5	2	"B"	"360,519"	0.249558348	0	0.716711197	NA	NA	1.39493e-05	NA	131.2445993	"G"	10	2	"2G10"
"243B"	"1/11/2017"	"2"	4	3	"B"	"360,492"	0.058458331	NA	0.508931072	NA	1.58	NA	NA	NA	"G"	11	2	"2G11"
"411C"	"12/16/2016"	"4"	1	1	"C"	"356"	0.129141666	NA	NA	NA	NA	NA	NA	NA	"H"	1	2	"2H1"
"372B"	"1/12/2017"	"3"	7	2	"B"	"500,502"	0.043391669	0.022096825	NA	NA	NA	5.021092909	0.009425868	7.55916e-05	"H"	2	2	"2H2"
"421C"	"12/16/2016"	"4"	2	1	"C"	"356,519"	0.262541659	NA	NA	NA	NA	NA	NA	NA	"H"	3	2	"2H3"
"152C"	"1/10/2017"	"1"	5	2	"C"	"360,519"	0.240166655	1.39842e-06	0.648829867	2.52422e-05	NA	NA	0.000110881	120.5172844	"H"	4	2	"2H4"
"211C"	"1/11/2017"	"2"	1	1	"C"	"356"	0.171858329	4.588871278	8.27173e-06	2.07731e-05	NA	NA	NA	1.77664e-05	"H"	5	2	"2H5"
"243C"	"1/11/2017"	"2"	4	3	"C"	"360,492"	0.051758337	NA	0.393311636	NA	1.44194687	NA	NA	NA	"H"	6	2	"2H6"
"143C"	"1/10/2017"	"1"	4	3	"C"	"360,492"	0.050866669	NA	1.03900671	NA	2.669050344	0	NA	NA	"H"	7	2	"2H7"
"412C"	"12/16/2016"	"4"	1	2	"C"	"361"	0.016941674	NA	NA	NA	NA	NA	NA	NA	"H"	8	2	"2H8"
"424A"	"12/16/2016"	"4"	2	4	"A"	"356,361,519"	0.076241665	NA	NA	NA	NA	NA	NA	NA	"H"	9	2	"2H9"
"371A"	"1/12/2017"	"3"	7	1	"A"	"492,519"	0.271291653	NA	2.86717e-05	NA	0.039169055	NA	NA	119.456072	"H"	10	2	"2H10"
"114C"	"1/10/2017"	"1"	1	4	"C"	"492"	0.09406667	1.19451e-05	6.17485e-05	1.81743e-05	3.552733591	NA	7.42591e-06	NA	"H"	11	2	"2H11"
"133C"	"1/10/2017"	"1"	3	3	"C"	"356,500"	0.186066678	3.9561364	NA	1.02304e-05	NA	0.012986343	NA	1.51955e-05	"H"	12	2	"2H12"
"153C"	"1/10/2017"	"1"	5	3	"C"	"361,492"	0.020466661	1.79196e-08	NA	4.050522127	0.085518744	5.37476e-05	NA	NA	"A"	1	3	"3A1"
"211B"	"1/11/2017"	"2"	1	1	"B"	"356"	0.170958328	3.619080263	5.40568e-05	NA	NA	3.1634e-05	NA	4.06149e-05	"A"	2	3	"3A2"
"363A"	"1/12/2017"	"3"	6	3	"A"	"492,500"	0.011591667	NA	NA	NA	0.040777299	0.273384785	NA	0.000101235	"A"	3	3	"3A3"
"423C"	"12/16/2016"	"4"	2	3	"C"	"0"	0.002441667	NA	NA	NA	NA	NA	NA	NA	"A"	4	3	"3A4"
"414B"	"12/16/2016"	"4"	1	4	"B"	"356,361"	0.019041665	NA	NA	NA	NA	NA	NA	NA	"A"	5	3	"3A5"
"413C"	"12/16/2016"	"4"	1	3	"C"	"519"	0.187041678	NA	NA	NA	NA	NA	NA	NA	"A"	6	3	"3A6"
"151C"	"1/10/2017"	"1"	5	1	"C"	"360,502"	0.009066662	NA	2.211725835	2.80961e-05	NA	NA	0.078045197	NA	"A"	7	3	"3A7"
"164C"	"1/10/2017"	"1"	6	4	"C"	"492,502"	0.09756667	NA	NA	2.33543e-05	2.232602359	0	0.075258167	NA	"A"	8	3	"3A8"
"142C"	"1/10/2017"	"1"	4	2	"C"	"360,361"	0.029366663	0.000279067	0.255571677	3.133853671	NA	NA	NA	3.66698e-05	"A"	9	3	"3A9"
"134C"	"1/10/2017"	"1"	3	4	"C"	"356,502"	0.18356668	2.253179502	NA	2.139e-05	NA	NA	0.026392537	0.019764888	"A"	10	3	"3A10"
"144C"	"1/10/2017"	"1"	4	4	"C"	"360,500"	0.010066664	3.04854e-08	0.978309425	2.46447e-05	NA	0.062520475	NA	9.84475e-06	"A"	11	3	"3A11"
"132C"	"1/10/2017"	"1"	3	2	"C"	"356,492"	0.20996668	5.922348278	NA	1.38716e-05	0.866411969	1.94851e-05	NA	NA	"A"	12	3	"3A12"
"173B"	"1/10/2017"	"1"	7	3	"B"	"500,519"	0.26336666	5.05584e-05	NA	1.62729e-05	NA	0.053515326	4.98577e-05	107.2544528	"B"	1	3	"3B1"
"364C"	"1/12/2017"	"3"	6	4	"C"	"492,502"	0.034191662	NA	NA	NA	0.1509382	NA	0.009313749	NA	"B"	2	3	"3B2"
"422C"	"12/16/2016"	"4"	2	2	"C"	"361,519"	0.073141672	NA	NA	NA	NA	NA	NA	NA	"B"	3	3	"3B3"
"174B"	"1/10/2017"	"1"	7	4	"B"	"502,519"	0.29886668	NA	NA	NA	NA	NA	0.019701687	51.91953978	"B"	4	3	"3B4"
"124C"	"1/10/2017"	"1"	2	4	"C"	"356,360"	0.178166678	1.440140578	0.043611032	NA	NA	NA	4.19993e-06	0.000847851	"B"	5	3	"3B5"
"141C"	"1/10/2017"	"1"	4	1	"C"	"356,519"	0.306666663	12.94802786	NA	1.98083e-05	NA	2.1905e-05	NA	85.96047625	"B"	6	3	"3B6"
"261C"	"1/11/2017"	"2"	6	1	"C"	"361,502"	0.025758329	NA	1.51476e-05	0.738821178	NA	NA	0.004950828	NA	"B"	7	3	"3B7"
"233C"	"1/11/2017"	"2"	3	3	"C"	"356,500"	0.200658339	1.015064611	NA	NA	NA	0.052019943	NA	6.66993e-05	"B"	8	3	"3B8"
"224C"	"1/11/2017"	"2"	2	4	"C"	"356,360"	0.178458321	4.61363681	0.132063944	NA	NA	NA	NA	NA	"B"	9	3	"3B9"
"232C"	"1/11/2017"	"2"	3	2	"C"	"356,492"	0.185258347	1.898412872	NA	NA	0.224225134	2.05079e-05	NA	6.10063e-05	"B"	10	3	"3B10"
"221C"	"1/11/2017"	"2"	2	1	"C"	"500"	0.050758335	NA	NA	NA	NA	2.358914867	NA	NA	"B"	11	3	"3B11"
"252C"	"1/11/2017"	"2"	5	2	"C"	"360,519"	0.238658327	NA	0.656089706	NA	NA	NA	NA	105.3365983	"B"	12	3	"3B12"
"254C"	"1/11/2017"	"2"	5	4	"C"	"361,500"	0.024758327	0.000377121	2.99396e-05	2.882038435	NA	0.062935925	NA	0.000617277	"C"	1	3	"3C1"
"314C"	"1/12/2017"	"3"	1	4	"C"	"492"	0.003091665	NA	NA	1.16552e-05	0.005319098	NA	NA	NA	"C"	2	3	"3C2"
"322C"	"1/12/2017"	"3"	2	2	"C"	"502"	0.004791664	NA	2.55213e-05	NA	NA	NA	0.005984145	NA	"C"	3	3	"3C3"
"323C"	"1/12/2017"	"3"	2	3	"C"	"519"	0.251991669	NA	5.30777e-05	1.51381e-05	NA	NA	NA	136.2944572	"C"	4	3	"3C4"
"271B"	"1/11/2017"	"2"	7	1	"B"	"492,519"	0.292858321	NA	NA	NA	0.252683044	NA	NA	167.1319503	"C"	5	3	"3C5"
"312B"	"1/12/2017"	"3"	1	2	"B"	"360"	0.01349167	2.24946e-05	0.786316991	NA	NA	NA	NA	1.09416e-05	"C"	6	3	"3C6"
"274B"	"1/11/2017"	"2"	7	4	"B"	"502,519"	0.300358343	2.2741e-06	NA	NA	NA	6.61702e-05	0.035001385	155.218094	"C"	7	3	"3C7"
"313C"	"1/12/2017"	"3"	1	3	"C"	"361"	0.01819166	NA	NA	0.538066493	NA	NA	NA	NA	"C"	8	3	"3C8"
"343C"	"1/12/2017"	"3"	4	3	"C"	"360,492"	0.073191667	NA	0.749828704	NA	1.211330398	NA	NA	NA	"C"	9	3	"3C9"
"342C"	"1/12/2017"	"3"	4	2	"C"	"360,361"	0.017191673	8.31836e-06	0.040046212	0.634001219	NA	NA	NA	7.43239e-05	"C"	10	3	"3C10"
"334C"	"1/12/2017"	"3"	3	4	"C"	"356,502"	0.160291681	4.166543867	NA	NA	NA	NA	0.009865481	NA	"C"	11	3	"3C11"
"333C"	"1/12/2017"	"3"	3	3	"C"	"356,500"	0.157391677	4.043853491	NA	NA	NA	0.056387543	NA	2.5143e-05	"C"	12	3	"3C12"
"324C"	"1/12/2017"	"3"	2	4	"C"	"356,360"	0.164591679	3.688522842	0.204613095	NA	NA	NA	NA	4.35734e-05	"D"	1	3	"3D1"
"332C"	"1/12/2017"	"3"	3	2	"C"	"356,492"	0.16579167	2.32055987	NA	1.17572e-05	0.00187119	NA	NA	NA	"D"	2	3	"3D2"
"312C"	"1/12/2017"	"3"	1	2	"C"	"360"	0.011591667	NA	0.537983902	NA	NA	NA	NA	1.0164e-05	"D"	3	3	"3D3"
"321C"	"1/12/2017"	"3"	2	1	"C"	"500"	0.018691668	3.25738e-05	NA	NA	NA	2.523613945	NA	8.63767e-06	"D"	4	3	"3D4"
"353C"	"1/12/2017"	"3"	5	3	"C"	"361,492"	0.022191668	1.19854e-06	NA	2.297680603	0.012275596	NA	NA	5.82477e-05	"D"	5	3	"3D5"
"231C"	"1/11/2017"	"2"	3	1	"C"	"356,361"	0.029758337	0.097249736	NA	0.395079219	NA	NA	NA	NA	"D"	6	3	"3D6"
"242C"	"1/11/2017"	"2"	4	2	"C"	"360,361"	0.026658329	1.54011e-05	0.104761147	0.801452008	NA	NA	NA	1.76382e-05	"D"	7	3	"3D7"
"241C"	"1/11/2017"	"2"	4	1	"C"	"356,519"	0.29955833	5.35113239	NA	NA	NA	NA	NA	69.42910577	"D"	8	3	"3D8"
"214C"	"1/11/2017"	"2"	1	4	"C"	"492"	0.050858337	NA	NA	NA	1.887652399	NA	NA	NA	"D"	9	3	"3D9"
"251C"	"1/11/2017"	"2"	5	1	"C"	"360,502"	0.013658333	NA	0.924768148	NA	NA	NA	0.009144964	0.000335513	"D"	10	3	"3D10"
"223C"	"1/11/2017"	"2"	2	3	"C"	"519"	0.264158327	NA	0.000131824	NA	NA	NA	NA	46.57838498	"D"	11	3	"3D11"
"244C"	"1/11/2017"	"2"	4	4	"C"	"360,500"	0.016058329	0	0.900189846	NA	NA	1.235364518	NA	5.74538e-05	"D"	12	3	"3D12"
"222C"	"1/11/2017"	"2"	2	2	"C"	"502"	0.002658333	NA	NA	NA	NA	NA	0.002247311	0.000147134	"E"	1	3	"3E1"
"272C"	"1/11/2017"	"2"	7	2	"C"	"500,502"	0.039658326	NA	NA	NA	NA	4.108353731	0.007768582	3.59799e-05	"E"	2	3	"3E2"
"113C"	"1/10/2017"	"1"	1	3	"C"	"361"	0.024666673	3.25805e-05	NA	0.864573317	0.000598188	NA	NA	0.000130275	"E"	3	3	"3E3"
"354C"	"1/12/2017"	"3"	5	4	"C"	"361,500"	0.011291662	8.18185e-07	NA	3.08964392	NA	0.063165483	NA	0.000103599	"E"	4	3	"3E4"
"172C"	"1/10/2017"	"1"	7	2	"C"	"500,502"	0.021666666	6.00008e-09	NA	1.72854e-05	NA	2.597343929	0.499990433	0.000200761	"E"	5	3	"3E5"
"212C"	"1/11/2017"	"2"	1	2	"C"	"360"	0.019158337	1.59959e-05	1.403240843	NA	NA	NA	NA	0.000483581	"E"	6	3	"3E6"
"331C"	"1/12/2017"	"3"	3	1	"C"	"356,361"	0.011791671	0.032799571	NA	0.264082897	NA	NA	NA	5.95618e-06	"E"	7	3	"3E7"
"181C"	"1/10/2017"	"1"	8	1	"C"	"0"	0.001299998	3.48765e-07	NA	NA	NA	3.0247e-05	NA	2.79776e-05	"E"	8	3	"3E8"
"262C"	"1/11/2017"	"2"	6	2	"C"	"361,519"	0.15635832	NA	NA	1.857222049	NA	NA	0.000127061	48.82937027	"E"	9	3	"3E9"
"253C"	"1/11/2017"	"2"	5	3	"C"	"361,492"	0.025858331	NA	1.53106e-05	1.211715433	0.039072672	NA	NA	NA	"E"	10	3	"3E10"
"344C"	"1/12/2017"	"3"	4	4	"C"	"360,500"	0.005291665	NA	0.434358629	NA	NA	0.150598194	NA	2.39868e-05	"E"	11	3	"3E11"
"263C"	"1/11/2017"	"2"	6	3	"C"	"492,500"	0.105958331	NA	3.16943e-05	NA	1.923975182	1.154665799	NA	4.90802e-06	"E"	12	3	"3E12"
"271C"	"1/11/2017"	"2"	7	1	"C"	"492,519"	0.288958329	NA	NA	1.79049e-05	0.231845942	2.64501e-05	5.27059e-06	143.2703018	"F"	1	3	"3F1"
"352C"	"1/12/2017"	"3"	5	2	"C"	"360,519"	0.23889167	NA	0.243724353	1.23486e-05	NA	NA	NA	42.93413305	"F"	2	3	"3F2"
"274C"	"1/11/2017"	"2"	7	4	"C"	"502,519"	0.292658347	NA	NA	3.70932e-05	NA	NA	0.032482914	145.0417777	"F"	3	3	"3F3"
"264C"	"1/11/2017"	"2"	6	4	"C"	"492,502"	0.09625833	NA	NA	NA	1.273730381	NA	0.010115298	NA	"F"	4	3	"3F4"
"281C"	"1/11/2017"	"2"	8	1	"C"	"0"	0.004366666	NA	NA	NA	NA	NA	NA	NA	"F"	5	3	"3F5"
"161C"	"1/10/2017"	"1"	6	1	"C"	"361,502"	0.026966667	NA	NA	1.621002201	NA	NA	0.030654408	0.000111705	"F"	6	3	"3F6"
"311C"	"1/12/2017"	"3"	1	1	"C"	"356"	0.178591678	5.542264843	NA	NA	NA	NA	NA	NA	"F"	7	3	"3F7"
"173C"	"1/10/2017"	"1"	7	3	"C"	"500,519"	0.280466666	2.41081e-08	NA	4.66811e-05	NA	0.034167932	0.000232442	57.43951506	"F"	8	3	"3F8"
"341C"	"1/12/2017"	"3"	4	1	"C"	"356,519"	0.276391665	6.37607432	NA	NA	NA	NA	NA	72.51656973	"F"	9	3	"3F9"
"174C"	"1/10/2017"	"1"	7	4	"C"	"502,519"	0.304666659	3.14244e-09	NA	2.31168e-05	NA	NA	0.005334216	14.31882466	"F"	10	3	"3F10"
"361C"	"1/12/2017"	"3"	6	1	"C"	"361,502"	0.01819166	6.40183e-07	NA	0.652667683	NA	NA	0.008909152	NA	"F"	11	3	"3F11"
"213C"	"1/11/2017"	"2"	1	3	"C"	"361"	0.017058331	1.26512e-05	0.010307856	0.443947035	NA	NA	NA	NA	"F"	12	3	"3F12"
"163C"	"1/10/2017"	"1"	6	3	"C"	"492,500"	0.089766672	2.79399e-09	4.15241e-05	NA	1.862804224	0.042580318	NA	NA	"G"	1	3	"3G1"
"234C"	"1/11/2017"	"2"	3	4	"C"	"356,502"	0.185858327	3.91410882	NA	NA	NA	2.27424e-05	0.00855975	3.91036e-05	"G"	2	3	"3G2"
"154C"	"1/10/2017"	"1"	5	4	"C"	"361,500"	0.022266662	1.65335e-09	9.6105e-05	1.993135544	NA	0.026855608	NA	NA	"G"	3	3	"3G3"
"362C"	"1/12/2017"	"3"	6	2	"C"	"361,519"	0.108291665	2.54928e-07	NA	1.993199607	NA	NA	NA	36.27578121	"G"	4	3	"3G4"
"351C"	"1/12/2017"	"3"	5	1	"C"	"360,502"	0.011091674	0.071142241	0.383365818	NA	NA	NA	0.005263413	8.79484e-05	"G"	5	3	"3G5"
"273C"	"1/11/2017"	"2"	7	3	"C"	"500,519"	0.287458319	NA	NA	NA	NA	0.139067551	NA	57.82543991	"G"	6	3	"3G6"
"374C"	"1/12/2017"	"3"	7	4	"C"	"502,519"	0.277091661	NA	5.75324e-05	NA	NA	NA	0.02532467	107.2677642	"G"	7	3	"3G7"
"371C"	"1/12/2017"	"3"	7	1	"C"	"492,519"	0.271791676	NA	NA	NA	0.033656509	1.53683e-05	NA	78.00364283	"G"	8	3	"3G8"
"162C"	"1/10/2017"	"1"	6	2	"C"	"361,519"	0.158866664	1.6621e-07	NA	0.837593356	NA	NA	NA	19.67651415	"G"	9	3	"3G9"
"122C"	"1/10/2017"	"1"	2	2	"C"	"502"	0.022866672	2.21321e-05	NA	NA	NA	0.000104798	0.52008857	0.000522168	"G"	10	3	"3G10"
"121C"	"1/10/2017"	"1"	2	1	"C"	"500"	0.043366661	4.96733e-05	9.88256e-06	NA	NA	10.99476274	NA	NA	"G"	11	3	"3G11"
"414C"	"12/16/2016"	"4"	1	4	"C"	"356,361"	0.006341673	NA	NA	NA	NA	NA	NA	NA	"G"	12	3	"3G12"
"171C"	"1/10/2017"	"1"	7	1	"C"	"492,519"	0.304166665	1.66861e-08	NA	1.68863e-05	0.327556767	2.71287e-05	NA	146.7069681	"H"	1	3	"3H1"
"123C"	"1/10/2017"	"1"	2	3	"C"	"519"	0.236766657	1.35618e-05	2.86739e-05	9.45309e-06	NA	5.33327e-05	NA	119.645007	"H"	2	3	"3H2"
"364A"	"1/12/2017"	"3"	6	4	"A"	"492,502"	0.016491661	NA	NA	NA	0.038791283	4.76782e-05	0.009515099	NA	"H"	3	3	"3H3"
"372A"	"1/12/2017"	"3"	7	2	"A"	"500,502"	0.043791661	0.033967485	NA	NA	NA	9.231332845	0.014773629	0.000168387	"H"	4	3	"3H4"
"381A"	"1/12/2017"	"3"	8	1	"A"	"0"	0.005741667	1.80313e-05	NA	NA	NA	NA	NA	5.32097e-05	"H"	5	3	"3H5"
"111C"	"1/10/2017"	"1"	1	1	"C"	"356"	0.186066678	1.225792458	NA	8.27509e-06	NA	NA	1.24637e-05	2.80641e-05	"H"	6	3	"3H6"
"131C"	"1/10/2017"	"1"	3	1	"C"	"356,361"	0.050466662	0.272093343	NA	0.952993519	NA	NA	NA	3.3035e-05	"H"	7	3	"3H7"
"363C"	"1/12/2017"	"3"	6	3	"C"	"492,500"	0.018591667	NA	NA	NA	0.097326973	0.198071689	NA	NA	"H"	8	3	"3H8"
"112C"	"1/10/2017"	"1"	1	2	"C"	"360"	0.013666665	1.22273e-05	1.565264816	1.03501e-05	NA	NA	1.85857e-05	0.000120258	"H"	9	3	"3H9"
